appid,name,release_date,categories,genres,steamspy_tags,positive_ratings,negative_ratings,median_playtime,reclassified_genre,game_type
414070,Shut Up And Dig,2015-11-09,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie;Early Access,Early Access;Indie;Platformer,250,173,269,Indie,Singleplayer
416290,Bleeding Border,2015-11-09,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Action;Indie;Horror,22,26,280,Action,Singleplayer
416800,Cluck Yegger in Escape From The Planet of The Poultroid,2015-11-09,Single-player,Action;Casual;Strategy,Strategy;Action;Casual,35,15,0,Action,Singleplayer
418070,Turbo Pug,2015-11-09,Single-player;Steam Trading Cards,Casual;Indie,Indie;Casual;Pixel Graphics,3041,310,228,Casual,Singleplayer
418160,Garden Rescue: Christmas Edition,2015-11-09,Single-player;Steam Achievements;Steam Trading Cards,Casual;Strategy,Strategy;Casual;Tower Defense,48,9,215,Strategy,Singleplayer
254200,FortressCraft Evolved!,2015-11-09,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;VR Support;Steam Workshop;Partial Controller Support;Stats;Steam Leaderboards;Includes level editor,Adventure;Casual;Indie;RPG;Simulation;Strategy,Sandbox;Crafting;Building,1775,622,2902,Adventure,Multiplayer
386290,Kumoon : Ballistic Physics Puzzle,2015-11-10,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support,Action;Casual;Indie;Simulation,Casual;Action;Simulation,54,19,0,Simulation,Singleplayer
404150,Lovely Weather We're Having,2015-11-10,Single-player;Partial Controller Support,Casual;Indie;RPG;Simulation,Walking Simulator;Indie;Casual,41,28,0,Casual,Singleplayer
266190,Astral Terra,2015-11-10,Single-player;Multi-player;Online Multi-Player;Co-op,Action;Adventure;Indie;RPG;Early Access,Early Access;Open World;Survival,83,65,0,Action,Multiplayer
389650,Stardust Galaxy Warriors: Stellar Climax,2015-11-10,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Adventure;Indie,Action;Indie;Shoot 'Em Up,138,8,370,Action,Multiplayer
409510,Genesis Online,2015-11-10,Multi-player;Co-op,Action;Free to Play,Free to Play;Survival;Multiplayer,602,1330,8,Action,Multiplayer
412380,Legend (1994),2015-11-10,Single-player;Co-op;Steam Trading Cards;Partial Controller Support,Action,Action;Beat 'em up;Fighting,30,17,383,Action,Multiplayer
292500,Kero Blaster,2015-11-11,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Indie;Platformer;Pixel Graphics,543,40,321,Indie,Singleplayer
370730,NOBUNAGA'S AMBITION: Tenshouki WPK HD Version / 信長の野望・天翔記 with パワーアップキット HD Version,2015-11-11,Single-player;Steam Cloud,Strategy,Strategy,8,12,0,Strategy,Singleplayer
410050,The Forgotten Forest,2015-11-11,Single-player,Adventure;Indie,Indie;Adventure;RPGMaker,5,4,0,Adventure,Singleplayer
418960,Catorize,2015-11-11,Single-player;Steam Trading Cards,Action;Adventure;Casual;Indie,Indie;Action;Casual,5,14,331,Action,Singleplayer
324680,Impossible Creatures Steam Edition,2015-11-11,Single-player;Multi-player;Steam Workshop;Steam Cloud;Includes level editor,Strategy,Strategy;RTS;Cult Classic,731,34,0,Strategy,Multiplayer
338120,Marble Duel,2015-11-12,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Casual;Indie,Casual;Indie;Puzzle,157,79,200,Casual,Singleplayer
377860,Mushihimesama,2015-11-12,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Bullet Hell;Shoot 'Em Up;Arcade,790,20,82,Action,Singleplayer
404100,STEEL STRIDER,2015-11-12,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Platformer,34,7,0,Action,Singleplayer
409100,The Purring Quest,2015-11-12,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie,Cats;Indie;Platformer,883,153,326,Indie,Singleplayer
414500,Caribbean Odyssey,2015-11-12,Single-player;Full controller support,Action;Adventure;Casual;Indie,Indie;Action;Adventure,1,11,0,Adventure,Singleplayer
416370,Showing Tonight: Mindhunters Incident,2015-11-12,Single-player;Steam Achievements;Steam Trading Cards;Stats,Adventure;Casual,Casual;Adventure;Hidden Object,44,34,355,Adventure,Singleplayer
341980,Dispatcher,2015-11-12,Single-player;Multi-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie,Horror;Adventure;Action,443,349,288,Adventure,Multiplayer
365960,rFactor 2,2015-11-12,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Stats,Racing;Simulation;Sports,Racing;Simulation;Sports,1057,227,0,Sports,Multiplayer
368690,Chronoclysm,2015-11-12,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Workshop;Partial Controller Support;Includes level editor,Action;Indie,Indie;Action;4 Player Local,7,7,0,Action,Multiplayer
390670,Steel Ocean,2015-11-12,Multi-player;MMO;Co-op,Free to Play;Massively Multiplayer;Simulation,Free to Play;Naval;World War II,2845,1259,476,Massively Multiplayer,Multiplayer
395900,Backgammon Blitz,2015-11-12,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Turn Notifications,Casual,Casual;Board Game;Strategy,69,39,0,Casual,Multiplayer
370710,Last Heroes,2015-11-13,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,Adventure;RPG;Indie,40,16,0,Adventure,Singleplayer
376750,World War II GI,2015-11-13,Single-player,Action,Action;FPS;World War II,20,17,0,Action,Singleplayer
391180,Ladra,2015-11-13,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,34,11,0,Adventure,Singleplayer
410540,Starlord,2015-11-13,Single-player,Action;Simulation,Action;Simulation,5,4,0,Simulation,Singleplayer
410550,Tank: M1A1 Abrams Battle Simulation,2015-11-13,Single-player,Simulation,Simulation;Tanks,7,3,0,Simulation,Singleplayer
410890,Higurashi When They Cry Hou - Ch.2 Watanagashi,2015-11-13,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure,Visual Novel;Horror;Anime,318,10,390,Adventure,Singleplayer
412370,Parallels,2015-11-13,Single-player;Steam Trading Cards,Action;Adventure;Casual;Indie,Indie;Casual;Action,10,6,0,Action,Singleplayer
414060,iso-Sphere,2015-11-13,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Casual;Indie,Indie;Casual;Puzzle,10,10,0,Casual,Singleplayer
414580,Uriel's Chasm 2: את,2015-11-13,Single-player;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Indie;Action;Adventure,111,224,197,Adventure,Singleplayer
404400,BADBLOOD,2015-11-13,Multi-player;Shared/Split Screen;Full controller support,Casual;Indie;Sports,Indie;Casual;Sports,15,3,0,Sports,Multiplayer
331720,Survivor Squad: Gauntlets,2015-11-16,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Indie;Strategy,Strategy;Action;Indie,119,31,0,Action,Singleplayer
333300,ADOM (Ancient Domains Of Mystery),2015-11-16,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;RPG;Strategy,Rogue-like;RPG;Indie,585,73,871,RPG,Singleplayer
389160,Shadow Ninja: Apocalypse,2015-11-16,Single-player;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,Action;Adventure;Casual;Indie;Strategy,Action;Indie;Adventure,64,56,0,Adventure,Singleplayer
393610,ROOT,2015-11-16,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie,Indie;Action;Stealth,111,28,0,Action,Singleplayer
408000,Cinderella Escape! R12,2015-11-16,Single-player;Steam Achievements;Full controller support;Steam Cloud,Indie,Nudity;Mature;Anime,259,65,40,Indie,Singleplayer
411590,The Rivers of Alice - Extended Version,2015-11-16,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie,Adventure;Indie;Point & Click,67,14,0,Adventure,Singleplayer
416390,Magnetron,2015-11-16,Single-player;Includes level editor,Action;Indie;Early Access,Early Access;Action;Indie,3,3,0,Action,Singleplayer
294000,Knight Squad,2015-11-16,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Multiplayer,251,42,192,Action,Multiplayer
403950,Conquest of Elysium 4,2015-11-16,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer,Indie;Strategy,Strategy;Indie;Turn-Based,287,29,0,Strategy,Multiplayer
411680,Loot Hound™,2015-11-17,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation;Strategy,Casual;Strategy;Indie,60,11,0,Strategy,Singleplayer
415400,Cross Set,2015-11-17,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Casual;Indie;Puzzle,157,29,0,Casual,Singleplayer
415950,Yohjo Simulator,2015-11-17,Single-player,Action;Adventure;Casual;Indie;Simulation,Indie;Casual;Simulation,130,106,0,Simulation,Singleplayer
290080,Life is Feudal: Your Own,2015-11-17,Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Stats,Action;Indie;RPG;Simulation,Open World;Medieval;Survival,6167,3395,3837,Action,Multiplayer
346730,GOCCO OF WAR,2015-11-17,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Casual;Indie,Anime;Casual;Action,829,106,0,Action,Multiplayer
386640,Affected Zone Tactics,2015-11-17,Single-player;Multi-player;MMO;Co-op,Free to Play;Massively Multiplayer;Strategy,Free to Play;Strategy;Massively Multiplayer,131,98,3,Strategy,Multiplayer
390870,Circuit Breakers,2015-11-17,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action,Local Co-Op;Arcade;Shoot 'Em Up,48,30,0,Action,Multiplayer
307670,Hard West,2015-11-18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG;Strategy,Western;Strategy;Turn-Based Strategy,2113,583,435,Strategy,Singleplayer
368500,Assassin's Creed® Syndicate,2015-11-18,Single-player;In-App Purchases;Partial Controller Support,Action;Adventure,Assassin;Open World;Action,7203,2391,680,Action,Singleplayer
394220,Last Horizon,2015-11-18,Single-player;Steam Achievements;Steam Leaderboards,Action;Indie,Indie;Action;Space,116,26,0,Action,Singleplayer
394290,Tennis in the Face,2015-11-18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Casual;Indie;Sports,Casual;Indie;Tennis,78,7,0,Casual,Singleplayer
396850,Chronicles of the Witches and Warlocks,2015-11-18,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual,Casual;Adventure;Hidden Object,34,43,264,Adventure,Singleplayer
398100,Highschool Romance,2015-11-18,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,Nudity;Visual Novel;Anime,397,97,429,Casual,Singleplayer
410120,AGON - The Mysterious Codex (Trilogy),2015-11-18,Single-player;Steam Trading Cards,Adventure,Adventure;Point & Click,23,8,0,Adventure,Singleplayer
416320,Rescue Team 5,2015-11-18,Single-player;Steam Trading Cards,Adventure;Casual;Strategy,Casual;Adventure;Strategy,59,10,0,Adventure,Singleplayer
418040,hocus,2015-11-18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Includes level editor,Casual;Indie,Indie;Casual;Puzzle,488,41,539,Casual,Singleplayer
329040,Dungeon Kingdom: Sign of the Moon,2015-11-19,Single-player;Stats,Action;Adventure;Indie;RPG;Early Access,Early Access;RPG;Dungeon Crawler,78,17,0,RPG,Singleplayer
387930,The Tape,2015-11-19,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie,Indie;Horror;First-Person,184,139,230,Indie,Singleplayer
388540,Dr. Bulbaceous,2015-11-19,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie,Indie;Casual;Puzzle,6,1,0,Casual,Singleplayer
401290,Nusakana,2015-11-19,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,RPG;Adventure;Indie,45,4,0,Adventure,Singleplayer
407190,Club Manager 2016,2015-11-19,Single-player;Shared/Split Screen;Stats;Includes level editor,Simulation;Sports;Strategy,Sports;Strategy;Simulation,40,38,0,Sports,Singleplayer
410130,AGON - The Lost Sword of Toledo,2015-11-19,Single-player;Steam Trading Cards,Adventure,Adventure;Point & Click,26,14,0,Adventure,Singleplayer
416630,True Lover's Knot,2015-11-19,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Simulation,Visual Novel;Anime;Great Soundtrack,51,59,521,Casual,Singleplayer
418440,Tick Tock Isle,2015-11-19,Single-player;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual,212,24,0,Adventure,Singleplayer
276810,Mordheim: City of the Damned,2015-11-19,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG;Strategy,Tactical;Games Workshop;Turn-Based,3596,1614,1441,RPG,Multiplayer
369390,Scourge of War: Waterloo,2015-11-19,Single-player;Multi-player;Co-op;Steam Trading Cards,Simulation;Strategy,Strategy;Simulation;Wargame,109,31,0,Simulation,Multiplayer
298220,Terraformer Expedition to Mars,2015-11-20,Single-player,Indie;Simulation,Simulation;Indie;Space,15,23,0,Simulation,Singleplayer
334830,Entropy Rising,2015-11-20,Single-player;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,Action;Indie,Indie;Action;Puzzle,32,12,0,Action,Singleplayer
338630,Wildlife Camp,2015-11-20,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie;Simulation,Simulation;Indie;Casual,18,10,0,Simulation,Singleplayer
359060,Switch Galaxy Ultra,2015-11-20,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;Racing,Racing;Action;Indie,34,47,225,Racing,Singleplayer
361890,Chronostorm: Siberian Border,2015-11-20,Single-player;Steam Trading Cards,Strategy,Strategy;RTS,23,19,0,Strategy,Singleplayer
378720,Thea: The Awakening,2015-11-20,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG;Strategy,Strategy;RPG;Turn-Based,2533,264,301,RPG,Singleplayer
380210,Signal to Noise,2015-11-20,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Indie,Indie;Action;Music,12,11,0,Action,Singleplayer
383240,Angels That Kill,2015-11-20,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support,Adventure;Casual;Indie,Adventure;Indie;Casual,11,14,0,Adventure,Singleplayer
386280,Vendetta - Curse of Raven's Cry,2015-11-20,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;RPG,Action;Indie;RPG,130,125,0,RPG,Singleplayer
402980,Osteya,2015-11-20,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie,Indie;Action;Casual,46,31,352,Action,Singleplayer
403700,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,2015-11-20,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action,Action;Memes;Comedy,218,33,220,Action,Singleplayer
403830,The Consuming Shadow,2015-11-20,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Adventure,Adventure;Lovecraftian;Survival Horror,253,16,0,Adventure,Singleplayer
405010,Bitardia,2015-11-20,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support,Action;Adventure;Indie;Early Access,Early Access;Memes;Adventure,576,77,0,Adventure,Singleplayer
410110,12 is Better Than 6,2015-11-20,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Shooter;Singleplayer,3192,576,303,Action,Singleplayer
417860,Emily is Away,2015-11-20,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Free to Play;Indie;Simulation,Free to Play;Story Rich;Singleplayer,25981,3340,48,Adventure,Singleplayer
418310,Chronicles of a Dark Lord: Rhapsody Clash,2015-11-20,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;RPG,Indie;Casual;RPG,15,12,250,RPG,Singleplayer
420000,Home Design 3D,2015-11-20,Single-player,Simulation,Simulation;Design & Illustration;Software,464,147,0,Simulation,Singleplayer
420950,Time Tenshi,2015-11-20,Single-player;Steam Trading Cards,Adventure;Indie;Simulation,Anime;Nudity;Mature,70,27,0,Adventure,Singleplayer
421630,A Study in Steampunk: Choice by Gaslight,2015-11-20,Single-player;Steam Achievements;Captions available;Steam Cloud,Indie;RPG,Indie;RPG;Steampunk,128,4,0,RPG,Singleplayer
321060,Gender Bender DNA Twister Extreme,2015-11-23,Single-player;Steam Trading Cards,Indie;Simulation,Nudity;Visual Novel;Anime,136,51,0,Indie,Singleplayer
324160,CLANNAD,2015-11-23,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Visual Novel;Anime;Story Rich,1900,40,188,Adventure,Singleplayer
350210,Mighty Switch Force! Academy,2015-11-23,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie;Strategy,Indie;Action;Strategy,37,7,0,Strategy,Singleplayer
378030,Cardinal Quest 2,2015-11-23,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;RPG,RPG;Indie;Rogue-like,42,5,0,RPG,Singleplayer
378420,Jurassic Island: The Dinosaur Zoo,2015-11-23,Single-player,Strategy,Strategy;Dinosaurs,5,58,0,Strategy,Singleplayer
385310,The Land Of Lamia,2015-11-23,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Puzzle,34,27,213,Adventure,Singleplayer
412730,Days Under Custody,2015-11-23,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie,Indie;Adventure;Horror,51,89,0,Adventure,Singleplayer
415030,One More Dungeon,2015-11-23,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie;RPG,RPG;Dungeon Crawler;Rogue-like,409,117,80,RPG,Singleplayer
416310,Goblin Defenders: Steel‘n’ Wood,2015-11-23,Single-player;Steam Trading Cards,Adventure;Casual;Strategy,Strategy;Adventure;Casual,49,32,247,Adventure,Singleplayer
418910,Idle Civilization,2015-11-23,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG;Simulation;Strategy;Early Access,Early Access;Indie;Strategy,88,69,0,Strategy,Singleplayer
420740,The Deed,2015-11-23,Single-player;Steam Achievements;Steam Trading Cards,Adventure;RPG,RPGMaker;Adventure;Crime,1378,137,222,Adventure,Singleplayer
342530,Heroes Never Lose: Professor Puzzler's Perplexing Ploy,2015-11-23,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Action;Casual;Indie;Early Access,Early Access;Indie;Action,64,9,0,Action,Multiplayer
365090,Super Snow Fight,2015-11-24,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie,Action;Indie,22,1,0,Action,Singleplayer
384700,Umihara Kawase Shun: Steam Edition,2015-11-24,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Platformer,25,5,187,Action,Singleplayer
